"agency","Year","Amount","Expenditure","country"
"UNAIDS","2016","1393343.94","1,393,344","Mozambique"
"UNIDO","2016","1391387.416","1,391,387","Guinea"
"UN-HABITAT","2016","1390677.1","1,390,677","Japan"
"UNHCR","2016","1384627.69","1,384,628","Western Sahara"
"IOM","2016","1383797","1,383,797","Guatemala"
"UNFPA","2016","1380928.68","1,380,929","Oman"
"UNFPA","2016","1376875.14","1,376,875","Peru"
"UNWOMEN","2016","1360573","1,360,573","El Salvador"
"UNIDO","2016","1356029.425","1,356,029","Malaysia"
"ILO","2016","1350946","1,350,946","Mozambique"
"WHO","2016","1350358","1,350,358","Cabo Verde"
"UNWOMEN","2016","1343577","1,343,577","Bosnia and Herzegovina"
"UNFPA","2016","1337814.36","1,337,814","Djibouti"
"IOM","2016","1337759","1,337,759","Azerbaijan"
"FAO","2016","1335195.53","1,335,196","Tajikistan"
"FAO","2016","1323739.27","1,323,739","Dominican Republic"
"UNFPA","2016","1316345.25","1,316,345","Thailand"
"UNFPA","2016","1314108.44","1,314,108","Sri Lanka"
"UNOPS","2016","1314000","1,314,000","Lebanon"
"UNWOMEN","2016","1313426","1,313,426","China"
"FAO","2016","1304451.82","1,304,452","Switzerland"
"FAO","2016","1302331.79","1,302,332","Togo"
"UN-HABITAT","2016","1295957.29","1,295,957","Colombia"
"IOM","2016","1295451","1,295,451","Bulgaria"
"WHO","2016","1292850","1,292,850","Bosnia and Herzegovina"
"UN-HABITAT","2016","1288709.71","1,288,710","Kenya"
"UNFPA","2016","1285181.36","1,285,181","Morocco"
"UNAIDS","2016","1284089.67","1,284,090","Angola"
"UNHCR","2016","1282449.1","1,282,449","Belarus"
"FAO","2016","1282415.85","1,282,416","Trinidad and Tobago"
"ILO","2016","1282162","1,282,162","Morocco"
"UNHCR","2016","1280384.24","1,280,384","Cyprus"
"IOM","2016","1275594","1,275,594","Kuwait"
"UNFPA","2016","1272381.51","1,272,382","Uzbekistan"
"ILO","2016","1269437","1,269,437","Mauritania"
"UNHCR","2016","1267795.16","1,267,795","Austria"
"IOM","2016","1266335","1,266,335","Timor-Leste"
"UNFPA","2016","1263210.13","1,263,210","Gabon"
"IOM","2016","1251973","1,251,973","Poland"
"UNFPA","2016","1246882.79","1,246,883","Georgia"
"UNIDO","2016","1245942.741","1,245,943","Philippines"
"FAO","2016","1244955.44","1,244,955","Iran (Islamic Republic of)"
"UNFPA","2016","1237044.49","1,237,044","Sao Tome and Principe"
"UNIDO","2016","1235824.686","1,235,825","Peru"
"UNOPS","2016","1235000","1,235,000","Uruguay"
"UNWOMEN","2016","1232991","1,232,991","Senegal"
"WHO","2016","1221969","1,221,969","Comoros"
"WHO","2016","1216383","1,216,383","Botswana"
"UNIDO","2016","1212591.579","1,212,592","Ghana"
"UNAIDS","2016","1207752.4","1,207,752","Zambia"
"WHO","2016","1203776","1,203,776","Serbia"
"ILO","2016","1199821","1,199,821","Algeria"
"UNIDO","2016","1194756.391","1,194,756","Somalia"
"UNAIDS","2016","1191314.27","1,191,314","Haiti"
"UNOPS","2016","1185000","1,185,000","Brazil"
"WHO","2016","1182428","1,182,428","Lesotho"
"FAO","2016","1176935.98","1,176,936","Benin"
"FAO","2016","1171053.31","1,171,053","Swaziland"
"UNFPA","2016","1165386.75","1,165,387","Albania"
"ICAO","2016","1162017.91","1,162,018","Uruguay"
"FAO","2016","1160950.79","1,160,951","Cuba"
"UNAIDS","2016","1147170.08","1,147,170","China"
"WHO","2016","1141413","1,141,413","Belarus"
"UNAIDS","2016","1135404.44","1,135,404","Papua New Guinea"
"WHO","2016","1134371","1,134,371","Saudi Arabia"
"WHO","2016","1125622","1,125,622","Macedonia (the former Yugoslav Republic of)"
"UNFPA","2016","1122196.17","1,122,196","Paraguay"
"ITU","2016","1120026.341","1,120,026","Thailand"
"UNIDO","2016","1117420.816","1,117,421","Azerbaijan"
"IOM","2016","1113207","1,113,207","Guyana"
"FAO","2016","1106913.31","1,106,913","Armenia"
"FAO","2016","1105692.54","1,105,693","Nicaragua"
"UNFPA","2016","1100964.77","1,100,965","Kyrgyzstan"
"WHO","2016","1097898","1,097,898","Georgia"
"UNAIDS","2016","1094924.29","1,094,924","Botswana"
"UNWOMEN","2016","1084986","1,084,986","Bolivia (Plurinational State of)"
"UNAIDS","2016","1070776.81","1,070,777","Guatemala"
"FAO","2016","1051064.54","1,051,065","Iraq"
"WFP","2016","1044149.19","1,044,149","Namibia"
"IOM","2016","1036328","1,036,328","Japan"
"IOM","2016","1032060","1,032,060","Kyrgyzstan"
"UNFPA","2016","1028386.19","1,028,386","Bosnia and Herzegovina"
"WFP","2016","1027708.78","1,027,709","Bhutan"
"UNAIDS","2016","1025393.9","1,025,394","Uganda"
"UNOPS","2016","1022000","1,022,000","Morocco"
"UNAIDS","2016","1017879.76","1,017,880","Cameroon"
"FAO","2016","997183.08","997,183","Fiji"
"UNAIDS","2016","992341.86","992,342","Ethiopia"
"FAO","2016","988389.02","988,389","Azerbaijan"
"UNAIDS","2016","987133.26","987,133","Viet Nam"
"UNWOMEN","2016","981596","981,596","Paraguay"
"UNFPA","2016","980357.82","980,358","Armenia"
"UNIDO","2016","978902.3954","978,902","Sri Lanka"
"ILO","2016","978284","978,284","Malawi"
"UNFPA","2016","975787.73","975,788","Cuba"
"UNAIDS","2016","975088.69","975,089","Côte d'Ivoire"
"UNFPA","2016","972179.48","972,179","Republic of Moldova"
"UNU","2016","971621","971,621","Portugal"
"UNHCR","2016","968141.55","968,142","Belize"
"UNFPA","2016","964999.95","965,000","Cabo Verde"
"UNAIDS","2016","962895.89","962,896","Swaziland"
"IOM","2016","957124","957,124","Denmark"
"UNAIDS","2016","953075.04","953,075","Ghana"
"UNAIDS","2016","942041.9","942,042","Ukraine"
"UN-HABITAT","2016","940990.86","940,991","Mexico"
"UNFPA","2016","932698.27","932,698","Tunisia"
"UN-HABITAT","2016","927682.41","927,682","Liberia"
"ILO","2016","922605","922,605","Japan"
"IOM","2016","913199","913,199","Jamaica"
"UNFPA","2016","911535.13","911,535","Comoros"
"UNOPS","2016","908000","908,000","Cyprus"
"ICAO","2016","905891.6765","905,892","Indonesia"
"UNWOMEN","2016","903958","903,958","Sudan"
"WHO","2016","899212","899,212","Sao Tome and Principe"
"UNFPA","2016","893580.45","893,580","Venezuela (Bolivarian Republic of)"
"IOM","2016","892709","892,709","Côte d'Ivoire"
"WHO","2016","888603","888,603","Oman"
"FAO","2016","885977.95","885,978","Libya"
"UNAIDS","2016","884728.07","884,728","South Sudan"
"UNFPA","2016","878769.85","878,770","Panama"
"IOM","2016","877512","877,512","Croatia"
"FAO","2016","874999.4","874,999","Russian Federation"
"UN-HABITAT","2016","872678.48","872,678","Nigeria"
"UNHCR","2016","866236.47","866,236","Switzerland"
"UNFPA","2016","865807.43","865,807","Dominican Republic"
"UNIDO","2016","856658.2741","856,658","Chad"
"UNFPA","2016","856354.03","856,354","Algeria"
"UNU","2016","855353","855,353","United States of America"
"ILO","2016","846421","846,421","Lao People's Democratic Republic"
"UNU","2016","839447","839,447","Spain"
"ILO","2016","835013","835,013","India"
"UNAIDS","2016","831488.87","831,489","Rwanda"
"IOM","2016","827838","827,838","Uruguay"
"UNWOMEN","2016","826662","826,662","Philippines"
"ITU","2016","826432.1951","826,432","Saudi Arabia"
"UNOPS","2016","814000","814,000","Spain"
"UNFPA","2016","812822.53","812,823","Bhutan"
"IOM","2016","809782","809,782","Nicaragua"
"ICAO","2016","808440.0517","808,440","Kuwait"
"WHO","2016","804385","804,385","Kosovo"
"UNIDO","2016","803516.4331","803,516","Nicaragua"
"IOM","2016","802400","802,400","Lao People's Democratic Republic"
"UNAIDS","2016","801708","801,708","Pakistan"
"WHO","2016","798756","798,756","Azerbaijan"
"ILO","2016","797915","797,915","Georgia"
"ILO","2016","793594","793,594","China"
"WHO","2016","793025","793,025","Tonga"
"UNHCR","2016","791541.73","791,542","Guinea-Bissau"
"UNIDO","2016","791362.4163","791,362","Saudi Arabia"
"UNIDO","2016","790287.2803","790,287","Brazil"
"UNFPA","2016","786493.54","786,494","Kazakhstan"
"ILO","2016","785455","785,455","Uruguay"
"UNFPA","2016","783079.87","783,080","Belarus"
"FAO","2016","781560.4","781,560","Jamaica"
"UNIDO","2016","778428.3577","778,428","Burundi"
"UNHCR","2016","775987.06","775,987","Gambia"
"UNHCR","2016","770118.5","770,119","Republic of Moldova"
"UNAIDS","2016","767014.07","767,014","Kazakhstan"
"ILO","2016","766811","766,811","Lebanon"
"FAO","2016","762426.53","762,427","Venezuela (Bolivarian Republic of)"
"UNIDO","2016","757886.9874","757,887","Malawi"
"UNIDO","2016","756650.1046","756,650","Lao People's Democratic Republic"
"WHO","2016","756322","756,322","Armenia"
"IOM","2016","756050","756,050","Republic of Korea"
"IOM","2016","755525","755,525","Vanuatu"
"UNIDO","2016","748649.8849","748,650","Macedonia (the former Yugoslav Republic of)"
"UNWOMEN","2016","746683","746,683","Tunisia"
"UNFPA","2016","742679.58","742,680","Costa Rica"
"WMO","2016","738624.3902","738,624","China"
"ILO","2016","735216","735,216","Ghana"
"UNAIDS","2016","734818.07","734,818","Argentina"
"UNAIDS","2016","731684.52","731,685","Cambodia"
"IOM","2016","730966","730,966","Turkmenistan"
"UNIDO","2016","725935.4812","725,935","Mali"
"IOM","2016","724535","724,535","Namibia"
"UNIDO","2016","724250.4393","724,250","Serbia"
"UNIDO","2016","722184.1423","722,184","Jordan"
"UNIDO","2016","719271.7573","719,272","Belarus"
"UNU","2016","715655","715,655","Venezuela (Bolivarian Republic of)"
"UNAIDS","2016","714861.93","714,862","Liberia"
"UNOPS","2016","714000","714,000","Kosovo"
"FAO","2016","713028.86","713,029","Uruguay"
"UNHCR","2016","712568.01","712,568","Slovakia"
"ILO","2016","708874","708,874","Nicaragua"
"UNIDO","2016","707247.364","707,247","Kyrgyzstan"
"UNHCR","2016","700765.38","700,765","Malta"
"UNWOMEN","2016","700487","700,487","Peru"
"UNAIDS","2016","698997.47","698,997","Thailand"
"IOM","2016","695975","695,975","Malta"
"WHO","2016","695731","695,731","Mauritius"
"WHO","2016","693241","693,241","Kiribati"
"IOM","2016","689872","689,872","Belize"
"UNFPA","2016","688534.22","688,534","Malaysia"
"UNAIDS","2016","688251.48","688,251","Brazil"
"UNAIDS","2016","687989.91","687,990","Namibia"
"UNIDO","2016","685932.8556","685,933","Rwanda"
"UNIDO","2016","681513.0858","681,513","Venezuela (Bolivarian Republic of)"
"UNFPA","2016","677539.25","677,539","Azerbaijan"
"UNHCR","2016","677224.55","677,225","Sierra Leone"
"FAO","2016","676822.23","676,822","Japan"
"UNAIDS","2016","670222.22","670,222","Guyana"
"WHO","2016","668112","668,112","Seychelles"
"UNAIDS","2016","665891.75","665,892","Indonesia"
"UNIDO","2016","665064.749","665,065","Sierra Leone"
"ICAO","2016","663599.579","663,600","Uganda"
"UN-HABITAT","2016","662057.31","662,057","Kosovo"
"UN-HABITAT","2016","657481.95","657,482","Nepal"
"WHO","2016","654040","654,040","Malaysia"
"UNAIDS","2016","651817.2","651,817","Central African Republic"
"UNOPS","2016","651000","651,000","Tanzania, United Republic of"
"ILO","2016","645596","645,596","Kenya"
"UNOPS","2016","640000","640,000","Belize"
"UNFPA","2016","631279.4","631,279","Turkmenistan"
"UNIDO","2016","629612.0816","629,612","Guatemala"
"UNHCR","2016","629171.46","629,171","Netherlands"
"WHO","2016","626467","626,467","Romania"
"UNAIDS","2016","625892.73","625,893","Burkina Faso"
"UNIDO","2016","625666.569","625,667","Mongolia"
"ICAO","2016","624396.8981","624,397","Mexico"
"UN-HABITAT","2016","622691.73","622,692","Libya"
"UNFPA","2016","621115.9","621,116","Kosovo"
"UNIDO","2016","620260.523","620,261","Namibia"
"ILO","2016","619721","619,721","Fiji"
"UNWOMEN","2016","617689","617,689","Syrian Arab Republic"
"UNIDO","2016","611331.1925","611,331","Montenegro"
"UPU","2016","610836.0586","610,836","Arab States"
"UNAIDS","2016","610785.54","610,786","Sierra Leone"
"UNIDO","2016","608910.7322","608,911","Bolivia (Plurinational State of)"
"UNAIDS","2016","604250.72","604,251","Peru"
"UNOPS","2016","602000","602,000","Pakistan"
"FAO","2016","601874.65","601,875","Uzbekistan"
"WFP","2016","586768.31","586,768","Tunisia"
"IOM","2016","582361","582,361","Slovenia"
"ILO","2016","581860","581,860","Kyrgyzstan"
"IOM","2016","580360","580,360","India"
"UNIDO","2016","579007.1967","579,007","Argentina"
"WHO","2016","577453","577,453","Micronesia (Federated States of)"
"ITU","2016","575568.7805","575,569","Republic of Korea"
"IOM","2016","572123","572,123","Montenegro"
"UNIDO","2016","569201.5063","569,202","Ecuador"
"UN-HABITAT","2016","568428.96","568,429","Rwanda"
"UNOPS","2016","567000","567,000","Philippines"
"FAO","2016","558589.53","558,590","Ukraine"
"UNWOMEN","2016","557423","557,423","Guinea-Bissau"
"UNIDO","2016","557047.5837","557,048","Tajikistan"
"WHO","2016","555839","555,839","Greece"
"UNOPS","2016","554000","554,000","Zimbabwe"
"UNHCR","2016","553160.92","553,161","Ireland"
"ILO","2016","551005","551,005","Thailand"
"UNAIDS","2016","551004.15","551,004","Chad"
"UNIDO","2016","548514.6967","548,515","Uganda"
"FAO","2016","545112.13","545,112","Kuwait"
"UN-HABITAT","2016","542900.87","542,901","Republic of Korea"
"ICAO","2016","541517.1049","541,517","Paraguay"
"UNAIDS","2016","538536.21","538,536","Lesotho"
"UNAIDS","2016","538228","538,228","Congo"
"UNWOMEN","2016","536222","536,222","Niger"
"UN-HABITAT","2016","534213.05","534,213","Jordan"
"UNFPA","2016","530837.78","530,838","Macedonia (the former Yugoslav Republic of)"
"UNAIDS","2016","528540.18","528,540","Madagascar"
"UNDP","2016","528512","528,512","Saint Kitts and Nevis"
"UNAIDS","2016","517088.95","517,089","Benin"
"UN-HABITAT","2016","515150.63","515,151","Philippines"
"UNAIDS","2016","510817.4","510,817","Jamaica"
"ILO","2016","509967","509,967","Cameroon"
"UNAIDS","2016","509096.64","509,097","Fiji"
"WFP","2016","508655.29","508,655","Togo"
"FAO","2016","506237.64","506,238","Republic of Moldova"
"UNFPA","2016","506102.65","506,103","Serbia"
"UNAIDS","2016","505410.11","505,410","Burundi"
"UN-HABITAT","2016","505347.98","505,348","Mozambique"
"ITU","2016","500229.2683","500,229","Australia"
"UNIDO","2016","499439.5921","499,440","Bosnia and Herzegovina"
"FAO","2016","498136.13","498,136","Belgium"
"IOM","2016","488086","488,086","Cyprus"
"UNHCR","2016","488063.88","488,064","Gabon"
"UNIDO","2016","482511.9351","482,512","Eritrea"
"UNHCR","2016","482366.16","482,366","Benin"
"UNAIDS","2016","480833.33","480,833","Djibouti"
"UNWOMEN","2016","478283","478,283","Indonesia"
"WHO","2016","474127","474,127","Albania"
"ILO","2016","473537","473,537","Senegal"
"UNAIDS","2016","473197.68","473,198","Morocco"
"FAO","2016","464969.03","464,969","Sao Tome and Principe"
"UNIDO","2016","462537.7197","462,538","Chile"
"UNAIDS","2016","459872.47","459,872","Honduras"
"WHO","2016","459711","459,711","Montenegro"
"UNAIDS","2016","458290.95","458,291","Gabon"
"UNWOMEN","2016","456560","456,560","Chile"
"FAO","2016","455566.4","455,566","Kosovo"
"UNFPA","2016","453102.57","453,103","Maldives"
"ILO","2016","452948","452,948","Lesotho"
"UN-HABITAT","2016","450177.77","450,178","Burkina Faso"
"UNWOMEN","2016","449359","449,359","Tajikistan"
"FAO","2016","445806.83","445,807","Albania"
"ILO","2016","444050","444,050","Macedonia (the former Yugoslav Republic of)"
"UNOPS","2016","443000","443,000","Grenada"
"ILO","2016","442814","442,814","Yemen"
"UNAIDS","2016","442777.55","442,778","Niger"
"WHO","2016","442694","442,694","Slovenia"
"ILO","2016","441529","441,529","Greece"
"UNAIDS","2016","439313.58","439,314","Sudan"
"UNU","2016","438018","438,018","Belgium"
"UNWOMEN","2016","437267","437,267","Yemen"
"FAO","2016","436961.48","436,961","Gabon"
"ILO","2016","436318","436,318","Paraguay"
"ILO","2016","435200","435,200","Costa Rica"
"UNDP","2016","433499","433,499","Saint Vincent and the Grenadines"
"IOM","2016","430028","430,028","Albania"
"UN-HABITAT","2016","428636.18","428,636","Viet Nam"
"UNAIDS","2016","426436.35","426,436","Togo"
"ILO","2016","424952","424,952","Cabo Verde"
"WHO","2016","423690","423,690","Croatia"
"FAO","2016","422857.3","422,857","Guyana"
"WMO","2016","418794.1463","418,794","United States of America"
"UNIDO","2016","418519.2259","418,519","Gambia"
"UNAIDS","2016","417533.56","417,534","Nepal"
"UNAIDS","2016","416332.38","416,332","Mali"
"UNWOMEN","2016","414492","414,492","Cabo Verde"
"UNWOMEN","2016","414202","414,202","Honduras"
"WFP","2016","413323.82","413,324","Sao Tome and Principe"
"UNHCR","2016","411340.53","411,341","Africa Horn"
"UN-HABITAT","2016","409208.18","409,208","Iran (Islamic Republic of)"
"IOM","2016","401520","401,520","Lithuania"
"IOM","2016","397628","397,628","Mauritius"
"IOM","2016","397589","397,589","Angola"
"UNIDO","2016","397146.2971","397,146","Cuba"
"UNOPS","2016","396000","396,000","Nigeria"
"IOM","2016","392978","392,978","Armenia"
"ILO","2016","392017","392,017","Guatemala"
"WFP","2016","390174.58","390,175","Morocco"
"IOM","2016","390151","390,151","Hungary"
"UNAIDS","2016","387190.26","387,190","Guinea"
"WHO","2016","377617","377,617","Czech Republic"
"ILO","2016","376147","376,147","Bolivia (Plurinational State of)"
"UNAIDS","2016","373291.98","373,292","Dominica"
"FAO","2016","371502.47","371,502","Vanuatu"
"IOM","2016","367174","367,174","Saudi Arabia"
"FAO","2016","359580.8","359,581","Botswana"
"WHO","2016","357648","357,648","Estonia"
"ILO","2016","357512","357,512","Zimbabwe"
"UN-HABITAT","2016","357343.4","357,343","Haiti"
"UNWOMEN","2016","353409","353,409","Algeria"
"IOM","2016","353363","353,363","Guinea-Bissau"
"UNIDO","2016","352548.5356","352,549","Niger"
"ICAO","2016","352421.8981","352,422","Ecuador"
"WMO","2016","351049.7561","351,050","Italy"
"ILO","2016","348633","348,633","Iraq"
"UNHCR","2016","347896.68","347,897","Czech Republic"
"UN-HABITAT","2016","346860.9","346,861","Russian Federation"
"IOM","2016","344249","344,249","Maldives"
"UNAIDS","2016","342628.74","342,629","Iran (Islamic Republic of)"
"IOM","2016","341770","341,770","Burkina Faso"
"IOM","2016","338032","338,032","China, Hong Kong Special Administrative Region"
"ILO","2016","336853","336,853","Chile"
"FAO","2016","335821.39","335,821","Bhutan"
"IOM","2016","334512","334,512","Uzbekistan"
"ILO","2016","334178","334,178","Occupied Palestinian Territory"
"UNAIDS","2016","331340.1","331,340","Somalia"
"UNIDO","2016","330416.6527","330,417","Dominican Republic"
"UNOPS","2016","330000","330,000","Chad"
"UNWOMEN","2016","327897","327,897","Tonga"
"UNOPS","2016","326000","326,000","Uganda"
"UNWOMEN","2016","324197","324,197","Uruguay"
"UNIDO","2016","322604.8536","322,605","Djibouti"
"UNIDO","2016","320656.046","320,656","Haiti"
"UNOPS","2016","320000","320,000","Indonesia"
"FAO","2016","317919.33","317,919","Costa Rica"
"IOM","2016","310966","310,966","United Arab Emirates"
"ILO","2016","309648","309,648","Kuwait"
"UNAIDS","2016","307517.77","307,518","Philippines"
"ILO","2016","307377","307,377","United Arab Emirates"
"UNIDO","2016","299901.9456","299,902","Occupied Palestinian Territory"
"IOM","2016","299115","299,115","Bolivia (Plurinational State of)"
"UNWOMEN","2016","298096","298,096","Myanmar"
"ICAO","2016","297666.4919","297,666","Lebanon"
"FAO","2016","295734.49","295,734","Comoros"
"WHO","2016","295050","295,050","Slovakia"
"WHO","2016","294003","294,003","Poland"
"IOM","2016","292701","292,701","Botswana"
"ICAO","2016","291863.6337","291,864","Nepal"
"UNIDO","2016","289180.1778","289,180","Austria"
"UN-HABITAT","2016","288884.32","288,884","Chad"
"UNIDO","2016","286791.8828","286,792","Benin"
"FAO","2016","286306.94","286,307","Kazakhstan"
"UNWOMEN","2016","285969","285,969","Central African Republic"
"UNWOMEN","2016","285052","285,052","Sri Lanka"
"UN-HABITAT","2016","281682.57","281,683","Cuba"
"WHO","2016","280101","280,101","Hungary"
"WHO","2016","276689","276,689","Cook Islands"
"IOM","2016","275117","275,117","Czech Republic"
"UNAIDS","2016","271845.11","271,845","Egypt"
"ILO","2016","270829","270,829","Liberia"
"IOM","2016","270118","270,118","Madagascar"
"ILO","2016","267365","267,365","Mongolia"
"ICAO","2016","264524.7637","264,525","Belgium"
"FAO","2016","263727.73","263,728","Belize"
"UN-HABITAT","2016","263361.86","263,362","Ghana"
"WHO","2016","256223","256,223","Lithuania"
"UNDP","2016","255747","255,747","Niue"
"IOM","2016","252377","252,377","Estonia"
"FAO","2016","252174.32","252,174","Macedonia (the former Yugoslav Republic of)"
"FAO","2016","250575.33","250,575","Seychelles"
"ILO","2016","250288","250,288","Dominican Republic"
"UNOPS","2016","250000","250,000","Ecuador"
"WFP","2016","249999.8","250,000","Angola"
"UN-HABITAT","2016","249384.83","249,385","Brazil"
"UNAIDS","2016","246585.33","246,585","Equatorial Guinea"
"ICAO","2016","245406.9572","245,407","Singapore"
"UNIDO","2016","244460.8682","244,461","Yemen"
"IOM","2016","243560","243,560","Portugal"
"UN-HABITAT","2016","242745.44","242,745","Kuwait"
"WMO","2016","241424.3902","241,424","United Kingdom of Great Britain and Northern Ireland"
"UN-HABITAT","2016","239899.93","239,900","Mongolia"
"UN-HABITAT","2016","235939.62","235,940","Morocco"
"UNIDO","2016","232443.3996","232,443","Algeria"
"ITU","2016","232200","232,200","Japan"
"ICAO","2016","229371.1891","229,371","Comoros"
"ICAO","2016","229043.6632","229,044","Jamaica"
"UNIDO","2016","224549.9268","224,550","Burkina Faso"
"UNIDO","2016","222311.5167","222,312","Congo"
"FAO","2016","221936.28","221,936","Oman"
"UNIDO","2016","221070.3138","221,070","Libya"
"ICAO","2016","220657.5332","220,658","Cabo Verde"
"FAO","2016","218354.13","218,354","Suriname"
"UN-HABITAT","2016","217962.18","217,962","Angola"
"ICAO","2016","217852.8139","217,853","Madagascar"
"WFP","2016","216343.12","216,343","Eritrea"
"WFP","2016","213173.72","213,174","Japan"
"UNFPA","2016","212098.3","212,098","Argentina"
"UNAIDS","2016","210672.67","210,673","Bangladesh"
"IOM","2016","207873","207,873","Brazil"
"UNIDO","2016","205570.4812","205,570","Zimbabwe"
"UNDP","2016","201523","201,523","Dominica"
"UNOPS","2016","200000","200,000","Seychelles"
"FAO","2016","199229.43","199,229","Congo"
"ITU","2016","198603.9024","198,604","Djibouti"
"ILO","2016","196281","196,281","Sudan"
"ILO","2016","191201","191,201","Bosnia and Herzegovina"
"ICAO","2016","190183.353","190,183","Kazakhstan"
"UNIDO","2016","186803.3264","186,803","Republic of Korea"
"UN-HABITAT","2016","186284.36","186,284","Madagascar"
"WHO","2016","185642","185,642","Latvia"
"UNIDO","2016","185093.9331","185,094","Guinea-Bissau"
"UN-HABITAT","2016","180782.02","180,782","Peru"
"IOM","2016","177183","177,183","Solomon Islands"
"UNIDO","2016","176858.4414","176,858","Syrian Arab Republic"
"FAO","2016","176376.89","176,377","Tonga"
"UNWOMEN","2016","175013","175,013","Lao People's Democratic Republic"
"IOM","2016","173829","173,829","Congo"
"IOM","2016","173434","173,434","Palau"
"UNFPA","2016","173220.39","173,220","Chile"
"UNIDO","2016","171546.2971","171,546","Swaziland"
"ICAO","2016","169820.5022","169,821","Greece"
"ICAO","2016","169562.4815","169,562","Sudan"
"FAO","2016","169147.56","169,148","Algeria"
"FAO","2016","164034.1","164,034","Mauritius"
"UNAIDS","2016","163758.03","163,758","Algeria"
"UNIDO","2016","161862.364","161,862","Hungary"
"ILO","2016","161495","161,495","Côte d'Ivoire"
"FAO","2016","160803.98","160,804","Saint Lucia"
"UNAIDS","2016","158536.11","158,536","Colombia"
"UNIDO","2016","157331.0669","157,331","Qatar"
"UNAIDS","2016","156718.1","156,718","Uzbekistan"
"UNIDO","2016","156260.0523","156,260","Afghanistan"
"UNIDO","2016","155858.6611","155,859","Albania"
"UNHCR","2016","155564.04","155,564","Turkmenistan"
"FAO","2016","154342.48","154,342","Solomon Islands"
"IOM","2016","154193","154,193","Latvia"
"ICAO","2016","154127.3412","154,127","Mozambique"
"FAO","2016","150553.29","150,553","Bahamas"
"UNDP","2016","150075","150,075","Seychelles"
"UNIDO","2016","149905.5126","149,906","Togo"
"ITU","2016","149598.0488","149,598","Kenya"
"WHO","2016","147509","147,509","Bulgaria"
"IOM","2016","146209","146,209","Mongolia"
"ITU","2016","145854.6341","145,855","Comoros"
"ILO","2016","145618","145,618","Malaysia"
"UNIDO","2016","142196.2134","142,196","Comoros"
"UN-HABITAT","2016","141363.88","141,364","Samoa"
"FAO","2016","140845.37","140,845","Maldives"
"UNHCR","2016","140241.61","140,242","Namibia"
"IMO","2016","139703.7944","139,704","Arab States"
"FAO","2016","139458.92","139,459","Niue"
"UNAIDS","2016","136312.35","136,312","Tajikistan"
"IOM","2016","136229","136,229","Algeria"
"UNIDO","2016","134094.2364","134,094","Republic of Moldova"
"UNAIDS","2016","133136.58","133,137","Yemen"
"UNAIDS","2016","132208.93","132,209","Mauritania"
"WHO","2016","131832","131,832","Marshall Islands"
"ILO","2016","130525","130,525","Saudi Arabia"
"ICAO","2016","130292.127","130,292","Equatorial Guinea"
"ILO","2016","130231","130,231","Vanuatu"
"UNOPS","2016","129000","129,000","Bolivia (Plurinational State of)"
"UNAIDS","2016","126633.34","126,633","Guinea-Bissau"
"WMO","2016","125048.7805","125,049","Turkey"
"FAO","2016","124355.85","124,356","Marshall Islands"
"UNWOMEN","2016","122607","122,607","Libya"
"WMO","2016","122002.9268","122,003","Senegal"
"UNOPS","2016","121000","121,000","Austria"
"WMO","2016","120950.2439","120,950","India"
"UNWOMEN","2016","119077","119,077","Bhutan"
"UNWOMEN","2016","118625","118,625","Maldives"
"UNAIDS","2016","115996.3","115,996","El Salvador"
"FAO","2016","115658.03","115,658","Saint Kitts and Nevis"
"UNOPS","2016","115000","115,000","Saudi Arabia"
"ILO","2016","113537","113,537","Montenegro"
"UN-HABITAT","2016","112668.58","112,669","Cambodia"
"UNIDO","2016","111878.0858","111,878","Oman"
"FAO","2016","111541.65","111,542","Nauru"
"UNIDO","2016","110438.431","110,438","Angola"
"ICAO","2016","109727.0975","109,727","India"
"UNOPS","2016","107000","107,000","Republic of Korea"
"UNAIDS","2016","106785.79","106,786","Senegal"
"UN-HABITAT","2016","103174.32","103,174","Bangladesh"
"ITU","2016","101404.878","101,405","Canada"
"IOM","2016","101111","101,111","Cabo Verde"
"WHO","2016","100823","100,823","Qatar"
"ILO","2016","100244","100,244","Rwanda"
"WMO","2016","99159.02439","99,159","Argentina"
"UPU","2016","98941.31707","98,941","Senegal"
"ILO","2016","98875","98,875","Saint Lucia"
"ITU","2016","97412.68293","97,413","Barbados"
"WMO","2016","97188.29268","97,188","Morocco"
"UNIDO","2016","97151.26569","97,151","Georgia"
"IOM","2016","96098","96,098","Gambia"
"UPU","2016","93818.73171","93,819","South Sudan"
"UNIDO","2016","93049.27824","93,049","Nepal"
"UNAIDS","2016","91418.4","91,418","Belarus"
"ITU","2016","90499.5122","90,500","Oman"
"UPU","2016","90033.98049","90,034","Vanuatu"
"UNDP","2016","89853","89,853","Saint Lucia"
"UN-HABITAT","2016","89679.71","89,680","Ethiopia"
"WMO","2016","89648.78049","89,649","Romania"
"IOM","2016","88537","88,537","Nauru"
"ITU","2016","87699.5122","87,700","Zambia"
"UN-HABITAT","2016","87631.35","87,631","Zambia"
"ICAO","2016","87578.14623","87,578","Afghanistan"
"ILO","2016","87171","87,171","South Sudan"
"WMO","2016","87066.34146","87,066","Kenya"
"WMO","2016","87044.87805","87,045","Croatia"
