"agency","Year","Amount","Expenditure","country"
"ILO","2018","2272423","2,272,423","Bosnia and Herzegovina"
"ILO","2018","2266931","2,266,931","Malaysia"
"FAO","2018","2265345.98","2,265,346","Congo (the)"
"UNWOMEN","2018","2243678.04","2,243,678","Guatemala"
"FAO","2018","2241517.01","2,241,517","Venezuela (Bolivarian Republic of)"
"FAO","2018","2237713.69","2,237,714","Peru"
"UNAIDS","2018","2228735","2,228,735","South Africa"
"UNEP","2018","2225409.99","2,225,410","Cameroon"
"WHO","2018","2214577","2,214,577","Gabon"
"WHO","2018","2211147","2,211,147","Sri Lanka"
"WHO","2018","2210515","2,210,515","Belarus"
"UNRISD","2018","2207230","2,207,230","Switzerland"
"WHO","2018","2182921","2,182,921","Namibia"
"WHO","2018","2179393","2,179,393","Moldova (the Republic of)"
"ILO","2018","2166007","2,166,007","Azerbaijan"
"UNFPA","2018","2165868.12","2,165,868","Peru"
"UNFPA","2018","2161121.65","2,161,122","Colombia"
"UNIDO","2018","2158118.312","2,158,118","Myanmar"
"UNAIDS","2018","2154731","2,154,731","Kenya"
"WHO","2018","2145231","2,145,231","Senegal"
"ILO","2018","2144402","2,144,402","Senegal"
"WHO","2018","2137149","2,137,149","Maldives"
"WHO","2018","2129706","2,129,706","Jordan"
"UNWOMEN","2018","2120981.2","2,120,981","Haiti"
"PAHO","2018","2116587","2,116,587","Chile"
"UNSSC","2018","2110196","2,110,196","Germany"
"ILO","2018","2101116","2,101,116","Chile"
"UNFPA","2018","2098380.53","2,098,381","El Salvador"
"IOM","2018","2097780","2,097,780","China"
"UNWOMEN","2018","2088333.81","2,088,334","Burundi"
"UNIDO","2018","2087013.462","2,087,013","Sri Lanka"
"UNIDO","2018","2066799.638","2,066,800","Lebanon"
"UNHCR","2018","2065372.11","2,065,372","Australia"
"UNFPA","2018","2064970.43","2,064,970","Uruguay"
"UNICEF","2018","2063902.17","2,063,902","Cabo Verde"
"UNHABITAT","2018","2059885.89","2,059,886","Sri Lanka"
"WHO","2018","2054215","2,054,215","Djibouti"
"WFP","2018","2047869.09","2,047,869","Timor-Leste"
"UNIDO","2018","2047351.925","2,047,352","Malaysia"
"UNWOMEN","2018","2043168.32","2,043,168","Viet Nam"
"WHO","2018","2036726","2,036,726","Georgia"
"UNOPS","2018","2035802.045","2,035,802","Gambia (the)"
"UNEP","2018","2031155.3","2,031,155","Rwanda"
"UNWOMEN","2018","2021238.84","2,021,239","Zimbabwe"
"ILO","2018","2013263","2,013,263","Moldova (the Republic of)"
"ILO","2018","2012879","2,012,879","Ghana"
"UNFPA","2018","2012537.92","2,012,538","Eritrea"
"WHO","2018","2008863","2,008,863","Togo"
"UNICEF","2018","2005673.07","2,005,673","Oman"
"UNOPS","2018","2004535.253","2,004,535","Senegal"
"UNWOMEN","2018","1995511.19","1,995,511","Bosnia and Herzegovina"
"FAO","2018","1979957.88","1,979,958","India"
"UNHCR","2018","1979148.855","1,979,149","United Kingdom of Great Britain and Northern Ireland (the)"
"WFP","2018","1969050.72","1,969,051","Dominican Republic (the)"
"UNHCR","2018","1961733.148","1,961,733","Canada"
"ICC","2018","1950723.744","1,950,724","Uganda"
"UNWOMEN","2018","1944142.8","1,944,143","Somalia"
"UNOPS","2018","1936954.947","1,936,955","Botswana"
"IOM","2018","1926501","1,926,501","Dominica"
"UNAIDS","2018","1900708","1,900,708","Tanzania, United Republic of"
"ILO","2018","1895609","1,895,609","Georgia"
"UNCDF","2018","1892922.82","1,892,923","Mozambique"
"UNOPS","2018","1872992.503","1,872,993","Austria"
"UNDP","2018","1869571","1,869,571","Dominica"
"WHO","2018","1867085","1,867,085","Turkmenistan"
"ICC","2018","1866344.749","1,866,345","Côte d'Ivoire"
"UNHCR","2018","1859838.271","1,859,838","Romania"
"ILO","2018","1855006","1,855,006","Mongolia"
"WHO","2018","1851485","1,851,485","Vanuatu"
"UNWOMEN","2018","1850407.77","1,850,408","Moldova (the Republic of)"
"ILO","2018","1850272","1,850,272","Albania"
"ILO","2018","1847811","1,847,811","Congo (the Democratic Republic of the)"
"UNWOMEN","2018","1845068.69","1,845,069","Myanmar"
"ILO","2018","1842501","1,842,501","Guatemala"
"UNFPA","2018","1841955.5","1,841,956","Iran (Islamic Republic of)"
"UNICEF","2018","1838436.94","1,838,437","Sao Tome and Principe"
"UNU","2018","1836957","1,836,957","Canada"
"FAO","2018","1834809.16","1,834,809","Eritrea"
"ILO","2018","1817264","1,817,264","Costa Rica"
"ILO","2018","1809281","1,809,281","Panama"
"WHO","2018","1806305","1,806,305","Guinea-Bissau"
"UNIDO","2018","1797160.522","1,797,161","Uganda"
"FAO","2018","1792588.44","1,792,588","Saudi Arabia"
"UNIDO","2018","1792082.763","1,792,083","Liberia"
"WHO","2018","1792064","1,792,064","Bosnia and Herzegovina"
"WHO","2018","1791097","1,791,097","Fiji"
"WFP","2018","1788226.07","1,788,226","Bolivia (Plurinational State of)"
"PAHO","2018","1786927","1,786,927","Costa Rica"
"WFP","2018","1784219.18","1,784,219","China"
"UNAIDS","2018","1779945","1,779,945","Congo (the Democratic Republic of the)"
"UNCDF","2018","1776859.73","1,776,860","Somalia"
"UNWOMEN","2018","1773398.03","1,773,398","Ecuador"
"WHO","2018","1767952","1,767,952","Cabo Verde"
"UNEP","2018","1764644.32","1,764,644","India"
"UN","2018","1758147.91","1,758,148","Kazakhstan"
"UNHCR","2018","1756274.035","1,756,274","Montenegro"
"ILO","2018","1749920","1,749,920","Kenya"
"IOM","2018","1747486","1,747,486","Dominican Republic (the)"
"WHO","2018","1746942","1,746,942","Kazakhstan"
"ICC","2018","1736739.726","1,736,740","Central African Republic (the)"
"FAO","2018","1735157.17","1,735,157","Equatorial Guinea"
"UNWOMEN","2018","1735109.66","1,735,110","Timor-Leste"
"UNFPA","2018","1729037.2","1,729,037","Kyrgyzstan"
"UNFPA","2018","1724087.63","1,724,088","Guinea-Bissau"
"FAO","2018","1723724.09","1,723,724","Guyana"
"FAO","2018","1719270.71","1,719,271","Trinidad and Tobago"
"UNFPA","2018","1719028.83","1,719,029","Morocco"
"WHO","2018","1712025","1,712,025","Morocco"
"WHO","2018","1705329","1,705,329","Bhutan"
"UNHCR","2018","1699711.191","1,699,711","Croatia"
"UNOPS","2018","1699314.448","1,699,314","Belize"
"FAO","2018","1693907.44","1,693,907","Paraguay"
"IOM","2018","1693689","1,693,689","Guatemala"
"UNHABITAT","2018","1685763.51","1,685,764","China"
"FAO","2018","1684181.08","1,684,181","Korea (the Republic of)"
"UNWOMEN","2018","1666893.79","1,666,894","Côte d'Ivoire"
"UNOPS","2018","1664949.172","1,664,949","Uruguay"
"UNHCR","2018","1662138.341","1,662,138","Korea (the Republic of)"
"FAO","2018","1661742.83","1,661,743","Tajikistan"
"FAO","2018","1653492.02","1,653,492","Switzerland"
"ILO","2018","1642641","1,642,641","Sudan (the)"
"UNOPS","2018","1641132.98","1,641,133","Lebanon"
"ILO","2018","1637404","1,637,404","Dominican Republic (the)"
"ILO","2018","1629379","1,629,379","Uruguay"
"UNWOMEN","2018","1625015.64","1,625,016","Indonesia"
"IOM","2018","1621463","1,621,463","Romania"
"FAO","2018","1614311.42","1,614,311","Uruguay"
"IOM","2018","1613569","1,613,569","Belarus"
"UNHABITAT","2018","1613360.3","1,613,360","Egypt"
"IOM","2018","1611487","1,611,487","Liberia"
"ILO","2018","1609313","1,609,313","Cabo Verde"
"IOM","2018","1599233","1,599,233","Malawi"
"ILO","2018","1593362","1,593,362","Kazakhstan"
"UNHCR","2018","1591787.402","1,591,787","Cyprus"
"UNWOMEN","2018","1591786.44","1,591,786","Yemen"
"WHO","2018","1584367","1,584,367","Samoa"
"ILO","2018","1560725","1,560,725","Niger (the)"
"UNFPA","2018","1560655.25","1,560,655","Namibia"
"UNIDO","2018","1555883.818","1,555,884","Jordan"
"UNHABITAT","2018","1555137.32","1,555,137","Sao Tome and Principe"
"UNFPA","2018","1553345.07","1,553,345","Korea (the Democratic People's Republic of)"
"UNEP","2018","1550724.27","1,550,724","Gambia (the)"
"UNEP","2018","1548710.77","1,548,711","Mauritania"
"UNHCR","2018","1546663.792","1,546,664","Tajikistan"
"UNFPA","2018","1544254.25","1,544,254","Gambia (the)"
"UNAIDS","2018","1537664","1,537,664","Zambia"
"UNAIDS","2018","1534961","1,534,961","Uganda"
"PAHO","2018","1534519","1,534,519","Jamaica"
"UNFPA","2018","1534300.29","1,534,300","Lesotho"
"PAHO","2018","1524910","1,524,910","Suriname"
"UNFPA","2018","1522638.24","1,522,638","Switzerland"
"WHO","2018","1515275","1,515,275","Lesotho"
"PAHO","2018","1506344","1,506,344","Trinidad and Tobago"
"UNFPA","2018","1496418.14","1,496,418","Uzbekistan"
"UNWOMEN","2018","1494904.83","1,494,905","Albania"
"IOM","2018","1492250","1,492,250","Spain"
"UNOPS","2018","1488207.911","1,488,208","Tanzania, United Republic of"
"IOM","2018","1486709","1,486,709","Brazil"
"UNIDO","2018","1475211.767","1,475,212","Madagascar"
"UNFPA","2018","1473772.23","1,473,772","Ecuador"
"ILO","2018","1461865","1,461,865","Paraguay"
"UNFPA","2018","1459303.27","1,459,303","Georgia"
"UNCDF","2018","1456413.73","1,456,414","Senegal"
"UNIDO","2018","1455356.9","1,455,357","Rwanda"
"FAO","2018","1452154.51","1,452,155","Benin"
"UNWOMEN","2018","1452027.79","1,452,028","Sudan (the)"
"UNHABITAT","2018","1445404.67","1,445,405","Colombia"
"UNCDF","2018","1441176.4","1,441,176","Solomon Islands"
"UNWOMEN","2018","1438847.32","1,438,847","Sierra Leone"
"WHO","2018","1435116","1,435,116","Botswana"
"UNOPS","2018","1423212.94","1,423,213","Philippines (the)"
"UNAIDS","2018","1419197","1,419,197","Jamaica"
"UNCDF","2018","1413128.27","1,413,128","Zambia"
"UNFPA","2018","1412392.71","1,412,393","Sri Lanka"
"UNHCR","2018","1410138.984","1,410,139","Togo"
"UNHCR","2018","1406559.754","1,406,560","Belize"
"UNHCR","2018","1405133.717","1,405,134","Austria"
"ILO","2018","1404576","1,404,576","Bolivia (Plurinational State of)"
"UNHABITAT","2018","1401425.78","1,401,426","Chad"
"WHO","2018","1390569","1,390,569","Algeria"
"UNU","2018","1390167","1,390,167","Belgium"
"WHO","2018","1389490","1,389,490","Iran (Islamic Republic of)"
"UNHCR","2018","1383763.4","1,383,763","Belarus"
"ILO","2018","1375688","1,375,688","Russian Federation (the)"
"UNFPA","2018","1371646.83","1,371,647","Botswana"
"ILO","2018","1370724","1,370,724","Yemen"
"UN","2018","1369386","1,369,386","Mauritania"
"UNFPA","2018","1366886.82","1,366,887","Kazakhstan"
"UNFPA","2018","1363155.85","1,363,156","Moldova (the Republic of)"
"UNWOMEN","2018","1361672.51","1,361,673","Kyrgyzstan"
"UNFPA","2018","1360419.37","1,360,419","Bosnia and Herzegovina"
"FAO","2018","1358384.83","1,358,385","Papua New Guinea"
"FAO","2018","1352146.54","1,352,147","Azerbaijan"
"UNDP","2018","1333300","1,333,300","Cook Islands (the)"
"UNFPA","2018","1332545.62","1,332,546","Nicaragua"
"ILO","2018","1329350","1,329,350","Uganda"
"IOM","2018","1325462","1,325,462","Paraguay"
"UNOPS","2018","1323803.993","1,323,804","France"
"FAO","2018","1323751.2","1,323,751","Bolivia (Plurinational State of)"
"IOM","2018","1314146","1,314,146","Kyrgyzstan"
"FAO","2018","1309558.08","1,309,558","Japan"
"UNOPS","2018","1309295.349","1,309,295","Benin"
"UNWOMEN","2018","1306847.32","1,306,847","Bolivia (Plurinational State of)"
"UN","2018","1305388.56","1,305,389","Madagascar"
"UN","2018","1304408.3900000001","1,304,408","Tunisia"
"FAO","2018","1303045.23","1,303,045","Eswatini"
"WHO","2018","1300530","1,300,530","Armenia"
"IOM","2018","1299469","1,299,469","Uruguay"
"UNWOMEN","2018","1292427.11","1,292,427","Paraguay"
"ILO","2018","1291532","1,291,532","Guyana"
"UN","2018","1290300.27","1,290,300","Papua New Guinea"
"UN","2018","1288446.44","1,288,446","Angola"
"WFP","2018","1287485.27","1,287,485","Bhutan"
"WHO","2018","1282313","1,282,313","Saudi Arabia"
"UNAIDS","2018","1277339","1,277,339","Angola"
"UNAIDS","2018","1277214","1,277,214","Zimbabwe"
"UNOPS","2018","1277050.242","1,277,050","Saint Lucia"
"UNFPA","2018","1271909.81","1,271,910","Dominican Republic (the)"
"UNOPS","2018","1263458.786","1,263,459","Antigua and Barbuda"
"UNFPA","2018","1257214.71","1,257,215","Tunisia"
"FAO","2018","1250936.48","1,250,936","Guinea-Bissau"
"UNAIDS","2018","1245028","1,245,028","India"
"UNEP","2018","1244812.53","1,244,813","Comoros (the)"
"UNAIDS","2018","1242184","1,242,184","China"
"UNFPA","2018","1241487.25","1,241,487","Cuba"
"UNHCR","2018","1240460.492","1,240,460","Botswana"
"UNDP","2018","1238329","1,238,329","Micronesia (Federated States of)"
"UNFPA","2018","1237587.01","1,237,587","Gabon"
"FAO","2018","1234463.97","1,234,464","Togo"
"FAO","2018","1234166.3","1,234,166","Namibia"
"UNIDO","2018","1232442.168","1,232,442","Congo (the Democratic Republic of the)"
"UN","2018","1226951.0999999999","1,226,951","Fiji"
"UNFPA","2018","1221375.12","1,221,375","Oman"
"ILO","2018","1221102","1,221,102","Macedonia (the former Yugoslav Republic of)"
"UNDP","2018","1219518","1,219,518","Grenada"
"UNAIDS","2018","1218189","1,218,189","Ethiopia"
"UNWOMEN","2018","1215317.59","1,215,318","Cambodia"
"UNIDO","2018","1214516.065","1,214,516","Brazil"
"IOM","2018","1210048","1,210,048","Jamaica"
"WHO","2018","1208300","1,208,300","Tunisia"
"ILO","2018","1207712","1,207,712","Nigeria"
"ILO","2018","1206408","1,206,408","Mali"
"UNWOMEN","2018","1203126.3","1,203,126","Kazakhstan"
"WFP","2018","1202773.71","1,202,774","Tunisia"
"IOM","2018","1191107","1,191,107","Ireland"
"UNOPS","2018","1191005.293","1,191,005","Nicaragua"
"UNWOMEN","2018","1190454.72","1,190,455","Serbia"
"UNWOMEN","2018","1190365.73","1,190,366","Solomon Islands"
"UNIDO","2018","1190027.869","1,190,028","Kyrgyzstan"
"IOM","2018","1189397","1,189,397","France"
"UNHABITAT","2018","1189253.18","1,189,253","Kosovo"
"UNFPA","2018","1186365.96","1,186,366","Tajikistan"
"IOM","2018","1177763","1,177,763","Canada"
"IOM","2018","1175467","1,175,467","Slovakia"
"UNCDF","2018","1170127.79","1,170,128","Lao People's Democratic Republic (the)"
"UNU","2018","1168546","1,168,546","Spain"
"UNHCR","2018","1163141.417","1,163,141","Guinea"
"UNFPA","2018","1163099.59","1,163,100","Paraguay"
"UNHABITAT","2018","1160399.86","1,160,400","Philippines (the)"
"UNDP","2018","1159225","1,159,225","Kiribati"
"UNHABITAT","2018","1158644.36","1,158,644","Haiti"
"UNAIDS","2018","1158403","1,158,403","Indonesia"
"UNEP","2018","1151738","1,151,738","South Africa"
"FAO","2018","1151478.55","1,151,479","Dominican Republic (the)"
"UNIDO","2018","1143994.497","1,143,994","Mozambique"
"UNWOMEN","2018","1141062.3","1,141,062","China"
"UNHABITAT","2018","1139962.33","1,139,962","Ethiopia"
"ILO","2018","1139425","1,139,425","Rwanda"
"UNOPS","2018","1139170.29","1,139,170","Korea (the Republic of)"
"UNHABITAT","2018","1137583.01","1,137,583","South Sudan"
"UNOPS","2018","1134993.916","1,134,994","Ecuador"
"UNHABITAT","2018","1131467.32","1,131,467","Bolivia (Plurinational State of)"
"UN","2018","1130384.48","1,130,384","Jamaica"
"ILO","2018","1128729","1,128,729","Gambia (the)"
"WHO","2018","1128148","1,128,148","Comoros (the)"
"UNFPA","2018","1127806.84","1,127,807","Albania"
"UNOPS","2018","1126555.364","1,126,555","South Africa"
"IOM","2018","1126144","1,126,144","Timor-Leste"
"FAO","2018","1120112.69","1,120,113","Libya"
"ICAO","2018","1115963.751","1,115,964","Macao"
"UNAIDS","2018","1111987","1,111,987","Côte d'Ivoire"
"UNIDO","2018","1109516.054","1,109,516","Guinea"
"ILO","2018","1099086","1,099,086","Kyrgyzstan"
"WFP","2018","1096599.64","1,096,600","Namibia"
"UNHCR","2018","1094834.645","1,094,835","Switzerland"
"ILO","2018","1087209","1,087,209","El Salvador"
"UNHCR","2018","1084629.996","1,084,630","Guinea-Bissau"
"UNWOMEN","2018","1080485.62","1,080,486","Tunisia"
"UNFPA","2018","1072701.93","1,072,702","Thailand"
"WHO","2018","1068938","1,068,938","Greece"
"UNAIDS","2018","1066058","1,066,058","Cameroon"
"FAO","2018","1063961.4","1,063,961","Belgium"
"IOM","2018","1063048","1,063,048","Algeria"
"WHO","2018","1057326","1,057,326","Oman"
"ICAO","2018","1057138.374","1,057,138","Uruguay"
"ILO","2018","1056311","1,056,311","Armenia"
"UNDP","2018","1055103","1,055,103","Niue"
"IOM","2018","1052969","1,052,969","Iran (Islamic Republic of)"
"UN","2018","1049359.4100000001","1,049,359","Morocco"
"FAO","2018","1047729.49","1,047,729","Nicaragua"
"ILO","2018","1046799","1,046,799","Honduras"
"WHO","2018","1045490","1,045,490","Romania"
"UNCDF","2018","1041283.05","1,041,283","Burundi"
"UNOPS","2018","1028419.89","1,028,420","Armenia"
"IOM","2018","1025156","1,025,156","Portugal"
"UNFPA","2018","1023074.8","1,023,075","Djibouti"
"UNFPA","2018","1007056.4","1,007,056","Cabo Verde"
"UNWOMEN","2018","1003771.79","1,003,772","Senegal"
"IOM","2018","1003579","1,003,579","Albania"
"UNFPA","2018","1002404.24","1,002,404","Sao Tome and Principe"
"IOM","2018","993426","993,426","Lao People's Democratic Republic (the)"
"IOM","2018","992771","992,771","Madagascar"
"UNIDO","2018","989205.5838","989,206","Cameroon"
"IOM","2018","988718","988,718","Japan"
"UN","2018","979611.42","979,611","Norway"
"UNIDO","2018","973363.767","973,364","Philippines (the)"
"UN","2018","972319.5","972,320","Rwanda"
"UNAIDS","2018","966353","966,353","Central African Republic (the)"
"IOM","2018","966082","966,082","Kuwait"
"UNWOMEN","2018","961540.76","961,541","El Salvador"
"ICAO","2018","954858.4689","954,858","Ethiopia"
"UNU","2018","953149","953,149","Portugal"
"UNEP","2018","950747.88","950,748","Tanzania, United Republic of"
"WHO","2018","948439","948,439","Sao Tome and Principe"
"ILO","2018","946973","946,973","Papua New Guinea"
"UNCDF","2018","943956.23","943,956","Tanzania, United Republic of"
"UNWOMEN","2018","942807.43","942,807","Kosovo"
"UNOPS","2018","928208.2707","928,208","Morocco"
"WHO","2018","926341","926,341","Gambia (the)"
"UNAIDS","2018","925913","925,913","Botswana"
"UNDP","2018","925690","925,690","Nauru"
"UNIDO","2018","922200.5691","922,201","Bangladesh"
"UNFPA","2018","917807.2","917,807","Venezuela (Bolivarian Republic of)"
"UNHABITAT","2018","914803.31","914,803","Russian Federation (the)"
"UNDP","2018","913094","913,094","Saint Kitts and Nevis"
"UN","2018","910823","910,823","Eritrea"
"UNWOMEN","2018","904229.27","904,229","Chile"
"UNIDO","2018","903515.8264","903,516","Cuba"
"ILO","2018","903450","903,450","Greece"
"ILO","2018","903055","903,055","Equatorial Guinea"
"UNFPA","2018","902773.79","902,774","Belarus"
"UNIDO","2018","902429.2426","902,429","Benin"
"UN","2018","897241.85","897,242","United Arab Emirates (the)"
"UNIDO","2018","896845.3086","896,845","Chile"
"UNIDO","2018","896003.2806","896,003","Kenya"
"UNAIDS","2018","894290","894,290","Brazil"
"UNIDO","2018","892811.4991","892,811","Guinea-Bissau"
"ILO","2018","888546","888,546","Ecuador"
"FAO","2018","887854.77","887,855","Uzbekistan"
"UNAIDS","2018","887233","887,233","Malawi"
"UNOPS","2018","885823.2373","885,823","Burundi"
"UNAIDS","2018","885502","885,502","Mozambique"
"UNFPA","2018","881054.02","881,054","Algeria"
"ILO","2018","880282","880,282","Gabon"
"UN","2018","879433.1000000001","879,433","Timor-Leste"
"UNFPA","2018","875445.23","875,445","Turkmenistan"
"UN","2018","873897.4099999999","873,897","Bangladesh"
"ICC","2018","872640.411","872,640","Mali"
"UNU","2018","868917","868,917","Venezuela (Bolivarian Republic of)"
"UNHABITAT","2018","868119.07","868,119","Mozambique"
"UNFPA","2018","867081.06","867,081","Comoros (the)"
"UNIDO","2018","864864.8106","864,865","Malawi"
"UNWOMEN","2018","863588.58","863,589","Uruguay"
"WHO","2018","862371","862,371","Mauritius"
"UN","2018","859997.14","859,997","Armenia"
"UNHCR","2018","858766.337","858,766","Kyrgyzstan"
"UNWOMEN","2018","856671.94","856,672","Central African Republic (the)"
"FAO","2018","856498.95","856,499","Comoros (the)"
"UNIDO","2018","854553.3679","854,553","Georgia"
"UNHABITAT","2018","849386.7","849,387","Cameroon"
"WHO","2018","847975","847,975","Albania"
"IOM","2018","847112","847,112","Croatia"
"UNOPS","2018","845538.1117","845,538","Grenada"
"UNOPS","2018","845123.4562","845,123","Cambodia"
"FAO","2018","844481.12","844,481","Russian Federation (the)"
"IOM","2018","839784","839,784","Guinea-Bissau"
"UN","2018","839402.76","839,403","Sri Lanka"
"UNHCR","2018","838291.039","838,291","Gambia (the)"
"UNIDO","2018","838154.2306","838,154","Argentina"
"ILO","2018","835624","835,624","Tajikistan"
"UNFPA","2018","835352.63","835,353","Azerbaijan"
"UNFPA","2018","833844.05","833,844","Armenia"
"UNAIDS","2018","833814","833,814","Mali"
"WFP","2018","832230.88","832,231","Fiji"
"FAO","2018","828497.38","828,497","Fiji"
"ILO","2018","826796","826,796","Fiji"
"UNIDO","2018","822576.2068","822,576","Oman"
"UNIDO","2018","822050.9029","822,051","Peru"
"UNAIDS","2018","821615","821,615","Ukraine"
"ILO","2018","820734","820,734","Montenegro"
"WHO","2018","820264","820,264","Macedonia (the former Yugoslav Republic of)"
"ILO","2018","819840","819,840","Serbia"
"ILO","2018","817306","817,306","Comoros (the)"
"IOM","2018","817081","817,081","Namibia"
"ILO","2018","814920","814,920","Antigua and Barbuda"
"UNAIDS","2018","813424","813,424","Haiti"
"UNEP","2018","806173.26","806,173","China"
"UNOPS","2018","804708.7707","804,709","Sri Lanka"
"FAO","2018","803239.26","803,239","Armenia"
"UNAIDS","2018","802516","802,516","Namibia"
"IOM","2018","801166","801,166","Korea (the Republic of)"
"ITU","2018","800827.7609","800,828","Eswatini"
"UNAIDS","2018","799618","799,618","Viet Nam"
"ILO","2018","797941","797,941","Namibia"
"UNIDO","2018","793234.0409","793,234","Ecuador"
"ILO","2018","792884","792,884","Sierra Leone"
"UNEP","2018","781555.02","781,555","Palau"
"WHO","2018","781434","781,434","Malaysia"
"PAHO","2018","779559","779,559","Bahamas (the)"
"WHO","2018","778341","778,341","Equatorial Guinea"
"ILO","2018","777815","777,815","Togo"
"UNAIDS","2018","777271","777,271","Pakistan"
"FAO","2018","776532.24","776,532","Bhutan"
"ICAO","2018","772213.3553","772,213","Costa Rica"
"UNDP","2018","771580","771,580","Saint Vincent and the Grenadines"
"ILO","2018","769415","769,415","Seychelles"
"UN","2018","767803.51","767,804","Guyana"
"UNAIDS","2018","762496","762,496","Lesotho"
"UNHCR","2018","758422.917","758,423","Malta"
"ILO","2018","756197","756,197","Iraq"
"WHO","2018","747904","747,904","Micronesia (Federated States of)"
"UN","2018","743339.31","743,339","Togo"
"UNAIDS","2018","739806","739,806","Ghana"
"ILO","2018","739225","739,225","Burkina Faso"
"UN","2018","738025.3","738,025","El Salvador"
"UNIDO","2018","734605.8981","734,606","Cabo Verde"
"UNHABITAT","2018","727530.09","727,530","Nigeria"
"UNWOMEN","2018","725881.18","725,881","Vanuatu"
"UNFPA","2018","724722.98","724,723","Kosovo"
"UNHCR","2018","720698.102","720,698","Poland"
"ILO","2018","717393","717,393","Lesotho"
"UNFPA","2018","713509.67","713,510","Malaysia"
"UN","2018","710546.43","710,546","Nepal"
"UNEP","2018","709987.93","709,988","Saint Lucia"
"FAO","2018","709313.65","709,314","Sao Tome and Principe"
"UNCDF","2018","706702.92","706,703","Congo (the Democratic Republic of the)"
"UNDP","2018","701526","701,526","Russian Federation (the)"
"UNAIDS","2018","697497","697,497","Kazakhstan"
"UNWOMEN","2018","693758.09","693,758","Macedonia (the former Yugoslav Republic of)"
"UNEP","2018","686175.68","686,176","Cuba"
"UNAIDS","2018","679525","679,525","South Sudan"
"UNHABITAT","2018","678848.59","678,849","Iran (Islamic Republic of)"
"UN","2018","678358.86","678,359","Zimbabwe"
"UNAIDS","2018","670084","670,084","Guatemala"
"UNWOMEN","2018","669718.71","669,719","Algeria"
"UNHCR","2018","668903.015","668,903","Ireland"
"ITU","2018","667348.5309","667,349","Saudi Arabia"
"UNEP","2018","665473.76","665,474","Cambodia"
"ILO","2018","663751","663,751","Portugal"
"UNIDO","2018","662646.3306","662,646","Algeria"
"IOM","2018","660180","660,180","Nicaragua"
"ITU","2018","659258.3587","659,258","Korea (the Republic of)"
"ICAO","2018","658919.4139","658,919","Kuwait"
"UNWOMEN","2018","649241.44","649,241","Tajikistan"
"UNAIDS","2018","646689","646,689","Chad"
"UNOPS","2018","636504.069","636,504","Ghana"
"UNAIDS","2018","636483","636,483","Argentina"
"IOM","2018","635069","635,069","Poland"
"UNAIDS","2018","629987","629,987","Cambodia"
"UNAIDS","2018","629977","629,977","Peru"
"ILO","2018","629762","629,762","Jamaica"
"FAO","2018","629255.81","629,256","Suriname"
"IOM","2018","627356","627,356","Cyprus"
"UNFPA","2018","624579.66","624,580","Serbia"
"UNFPA","2018","624098.76","624,099","Bhutan"
"UNIDO","2018","623763.9371","623,764","Serbia"
"UN","2018","623143.5599999999","623,144","Moldova (the Republic of)"
"UNIDO","2018","623121.1969","623,121","Guatemala"
"IOM","2018","618181","618,181","Montenegro"
"UNEP","2018","616897.93","616,898","Albania"
"UNHCR","2018","616550.761","616,551","Netherlands (the)"
"UNAIDS","2018","613122","613,122","Benin"
"ILO","2018","611750","611,750","Congo (the)"
"UNIDO","2018","608652.4631","608,652","Lao People's Democratic Republic (the)"
"IOM","2018","606116","606,116","Venezuela (Bolivarian Republic of)"
"UNFPA","2018","605225.83","605,226","Macedonia (the former Yugoslav Republic of)"
"IOM","2018","604036","604,036","Turkmenistan"
"IOM","2018","603884","603,884","Marshall Islands (the)"
"UNOPS","2018","603802.3317","603,802","Turkey"
"UNIDO","2018","602097.587","602,098","Dominican Republic (the)"
"UNFPA","2018","601921.02","601,921","Panama"
"UNCDF","2018","600550.55","600,551","Benin"
"UNDP","2018","597265","597,265","Virgin Islands (British)"
"ILO","2018","595994","595,994","Japan"
"UNAIDS","2018","595579","595,579","Papua New Guinea"
"ILO","2018","595210","595,210","Trinidad and Tobago"
"IOM","2018","592895","592,895","Hungary"
"UNIDO","2018","592378.9132","592,379","Zambia"
"IOM","2018","591060","591,060","Lesotho"
"ICAO","2018","589967.956","589,968","Mexico"
"UNCDF","2018","589067.84","589,068","Cambodia"
"ILO","2018","587474","587,474","Eswatini"
"ILO","2018","585721","585,721","Nicaragua"
"WFP","2018","585393.19","585,393","Barbados"
"UN","2018","581762.46","581,762","Saudi Arabia"
"UNEP","2018","579043.56","579,044","Antigua and Barbuda"
"UNHCR","2018","574434.576","574,435","Moldova (the Republic of)"
"UN","2018","571258.0599999999","571,258","Brazil"
"UNIDO","2018","570319.6785","570,320","Gambia (the)"
"ICAO","2018","569511.6117","569,512","Indonesia"
"UNOPS","2018","569450.0412","569,450","Jamaica"
"UNAIDS","2018","569111","569,111","Eswatini"
"UNFPA","2018","569079.03","569,079","Costa Rica"
"UNIDO","2018","568619.8307","568,620","Burkina Faso"
"IOM","2018","564861","564,861","Lithuania"
"UNAIDS","2018","564518","564,518","Morocco"
"UN","2018","564303.13","564,303","Zambia"
"WHO","2018","555411","555,411","Slovakia"
"UNIDO","2018","554532.1811","554,532","Macedonia (the former Yugoslav Republic of)"
"UN","2018","551788.36","551,788","Sierra Leone"
