"agency","Year","Amount","Expenditure","country"
"UNIDO","2017","1594754.354","1,594,754","Cameroon"
"UNWOMEN","2017","1590727.34","1,590,727","Bosnia and Herzegovina"
"WHO","2017","1588487","1,588,487","Samoa"
"UNU","2017","1585080","1,585,080","Canada"
"UNAIDS","2017","1580291","1,580,291","India"
"UNOPS","2017","1553191","1,553,191","Ukraine"
"IOM","2017","1547770","1,547,770","Ireland"
"UNAIDS","2017","1546741","1,546,741","Uganda"
"UNU","2017","1545966","1,545,966","United States of America"
"UNOPS","2017","1536995","1,536,995","Côte d'Ivoire"
"FAO","2017","1533307.38","1,533,307","Liberia"
"UNICEF","2017","1529462","1,529,462","Sao Tome and Principe"
"UNWOMEN","2017","1526955.89","1,526,956","Timor-Leste"
"UN","2017","1513946.68","1,513,947","Jamaica"
"WHO","2017","1511665","1,511,665","Lesotho"
"UNWOMEN","2017","1502965.52","1,502,966","Sudan"
"UN","2017","1498752.53","1,498,753","Egypt"
"UNFPA","2017","1498102.85","1,498,103","Georgia"
"UNHCR","2017","1496824.942","1,496,825","Republic of Korea"
"UNAIDS","2017","1495159","1,495,159","Congo (the Democratic Republic of the)"
"UN-HABITAT","2017","1485856.56","1,485,857","Mozambique"
"IOM","2017","1483195","1,483,195","Madagascar"
"UNFPA","2017","1477980.33","1,477,980","Colombia"
"UNOPS","2017","1473114","1,473,114","Cyprus"
"IOM","2017","1473084","1,473,084","Liberia"
"UNSSC","2017","1467965.32","1,467,965","Germany"
"ILO","2017","1462843","1,462,843","Tanzania, United Republic of"
"UN","2017","1457946.8199999998","1,457,947","United Arab Emirates"
"UNCDF","2017","1453951","1,453,951","Mozambique"
"FAO","2017","1453708.02","1,453,708","India"
"UNIDO","2017","1453315.294","1,453,315","Rwanda"
"UNWOMEN","2017","1444614.65","1,444,615","Albania"
"IOM","2017","1433462","1,433,462","Romania"
"FAO","2017","1428552.65","1,428,553","Paraguay"
"FAO","2017","1425453.2","1,425,453","Namibia"
"UNFPA","2017","1424665.87","1,424,666","Albania"
"UNWOMEN","2017","1423882.28","1,423,882","Solomon Islands"
"UNWOMEN","2017","1421298.35","1,421,298","Bolivia (Plurinational State of)"
"IOM","2017","1416514","1,416,514","Burkina Faso"
"FAO","2017","1415239.43","1,415,239","Russian Federation"
"UNFPA","2017","1412047.24","1,412,047","Tunisia"
"UNFPA","2017","1403394.65","1,403,395","Dominican Republic"
"FAO","2017","1403284.25","1,403,284","Eritrea"
"UNFPA","2017","1397876.75","1,397,877","Nicaragua"
"FAO","2017","1388984.07","1,388,984","Trinidad and Tobago"
"UNCDF","2017","1379530","1,379,530","Myanmar"
"FAO","2017","1369311.54","1,369,312","Guinea-Bissau"
"ICC","2017","1366439.665","1,366,440","Central African Republic"
"UN-HABITAT","2017","1359873.58","1,359,874","Haiti"
"UNFPA","2017","1353563.36","1,353,563","Namibia"
"WHO","2017","1349138","1,349,138","Comoros"
"UNIDO","2017","1342137.167","1,342,137","Congo (the Democratic Republic of the)"
"WFP","2017","1340044.56","1,340,045","China"
"UNHCR","2017","1324318.566","1,324,319","Belarus"
"UNIDO","2017","1318688.842","1,318,689","Cuba"
"UNAIDS","2017","1313112","1,313,112","Angola"
"UNFPA","2017","1308970.74","1,308,971","Sri Lanka"
"UNIDO","2017","1304336.949","1,304,337","Sri Lanka"
"IOM","2017","1294262","1,294,262","Paraguay"
"UNWOMEN","2017","1292777.27","1,292,777","Central African Republic"
"UNFPA","2017","1291201.72","1,291,202","Uzbekistan"
"UNFPA","2017","1284864.07","1,284,864","Morocco"
"UNOPS","2017","1278117","1,278,117","Lebanon"
"WHO","2017","1278031","1,278,031","Belarus"
"IOM","2017","1273108","1,273,108","Guatemala"
"IOM","2017","1271429","1,271,429","Timor-Leste"
"UN","2017","1269343.66","1,269,344","United Kingdom of Great Britain and Northern Ireland"
"ICC","2017","1264187.575","1,264,188","Côte d'Ivoire"
"UNIDO","2017","1263311.262","1,263,311","Philippines"
"WHO","2017","1262415","1,262,415","Tunisia"
"WHO","2017","1252237","1,252,237","Botswana"
"UNAIDS","2017","1250372","1,250,372","Mozambique"
"UNFPA","2017","1239459.94","1,239,460","Ecuador"
"WHO","2017","1236535","1,236,535","Cabo Verde"
"FAO","2017","1234668.49","1,234,668","Iran (Islamic Republic of)"
"IOM","2017","1231689","1,231,689","Belarus"
"IOM","2017","1225560","1,225,560","Uruguay"
"UNAIDS","2017","1224308","1,224,308","Zimbabwe"
"FAO","2017","1211935.15","1,211,935","Kyrgyzstan"
"UNFPA","2017","1211577.35","1,211,577","Gabon"
"UNOPS","2017","1205208","1,205,208","Burundi"
"ILO","2017","1202580","1,202,580","Japan"
"IOM","2017","1191801","1,191,801","Jamaica"
"FAO","2017","1190299.85","1,190,300","Jordan"
"FAO","2017","1181212.18","1,181,212","Guinea"
"UNIDO","2017","1179409.836","1,179,410","Zambia"
"UNFPA","2017","1170349.16","1,170,349","Kazakhstan"
"UNOPS","2017","1167736","1,167,736","Philippines"
"WHO","2017","1161689","1,161,689","Algeria"
"UNFPA","2017","1156103.43","1,156,103","Botswana"
"FAO","2017","1154506.98","1,154,507","Benin"
"UNIDO","2017","1153643.461","1,153,643","Chile"
"UNWOMEN","2017","1152234.35","1,152,234","Sierra Leone"
"FAO","2017","1150857.63","1,150,858","Côte d'Ivoire"
"UNFPA","2017","1148951.04","1,148,951","Thailand"
"FAO","2017","1147281.52","1,147,282","Guyana"
"UNAIDS","2017","1146302","1,146,302","Malawi"
"UNAIDS","2017","1144913","1,144,913","China"
"FAO","2017","1141521.55","1,141,522","Cabo Verde"
"UNFPA","2017","1139835.91","1,139,836","Belarus"
"UNU","2017","1138124","1,138,124","Spain"
"UNOPS","2017","1136933","1,136,933","Bangladesh"
"UN","2017","1135986.73","1,135,987","Mauritania"
"UNOPS","2017","1134811","1,134,811","Ghana"
"UNICEF","2017","1132400","1,132,400","Oman"
"UNWOMEN","2017","1127457.27","1,127,457","China"
"UNWOMEN","2017","1125237.62","1,125,238","Ukraine"
"ILO","2017","1125140","1,125,140","India"
"IOM","2017","1125135","1,125,135","Canada"
"UNIDO","2017","1124341.163","1,124,341","Malaysia"
"IOM","2017","1123227","1,123,227","Slovakia"
"UNCDF","2017","1123089","1,123,089","Senegal"
"UNDP","2017","1120063","1,120,063","Grenada"
"ICAO","2017","1116776.794","1,116,777","Uruguay"
"UN","2017","1115152.92","1,115,153","Mongolia"
"ILO","2017","1113682","1,113,682","Greece"
"UNAIDS","2017","1113154","1,113,154","Haiti"
"WHO","2017","1110000","1,110,000","Kazakhstan"
"FAO","2017","1094785.47","1,094,785","Chile"
"UNIDO","2017","1092999.772","1,093,000","Guatemala"
"UNIDO","2017","1092181.861","1,092,182","Nicaragua"
"UN","2017","1091112.21","1,091,112","El Salvador"
"UNFPA","2017","1083747.88","1,083,748","Oman"
"UNIDO","2017","1079502.888","1,079,503","Kenya"
"UNIDO","2017","1074643.441","1,074,643","Azerbaijan"
"FAO","2017","1073369.33","1,073,369","Djibouti"
"WHO","2017","1070252","1,070,252","Gambia"
"UN","2017","1069111.57","1,069,112","Equatorial Guinea"
"UN-HABITAT","2017","1067831.13","1,067,831","Mexico"
"IOM","2017","1063963","1,063,963","Kyrgyzstan"
"FAO","2017","1060958.7","1,060,959","Honduras"
"UN","2017","1058109.84","1,058,110","Togo"
"UN-HABITAT","2017","1057430.58","1,057,431","Nigeria"
"FAO","2017","1049430.1400000001","1,049,430","Armenia"
"UNIDO","2017","1049069.576","1,049,070","Cambodia"
"WHO","2017","1048848","1,048,848","Mauritius"
"UNFPA","2017","1041964.18","1,041,964","Djibouti"
"FAO","2017","1041734.62","1,041,735","Azerbaijan"
"UNCDF","2017","1038292","1,038,292","Zambia"
"UNFPA","2017","1036748.99","1,036,749","Republic of Moldova"
"WHO","2017","1035914","1,035,914","Armenia"
"UNIDO","2017","1034979.056","1,034,979","Kyrgyzstan"
"UNFPA","2017","1028962.45","1,028,962","Azerbaijan"
"ILO","2017","1028417","1,028,417","Thailand"
"UNFPA","2017","1026786.96","1,026,787","Kyrgyzstan"
"UNFPA","2017","1021717.93","1,021,718","Paraguay"
"FAO","2017","1020382.03","1,020,382","Nicaragua"
"UN-HABITAT","2017","1019762.44","1,019,762","Colombia"
"WHO","2017","1019492","1,019,492","Turkmenistan"
"UNWOMEN","2017","1016242.87","1,016,243","Senegal"
"WHO","2017","1010647","1,010,647","Oman"
"UNOPS","2017","1005614","1,005,614","Austria"
"UNWOMEN","2017","1001961.46","1,001,961","El Salvador"
"UNCDF","2017","996520","996,520","Benin"
"UNIDO","2017","996067.6391","996,068","Guinea"
"UNAIDS","2017","994702","994,702","Viet Nam"
"UNCDF","2017","992651","992,651","Tanzania, United Republic of"
"UNFPA","2017","991472.38","991,472","Bosnia and Herzegovina"
"UNOPS","2017","986222","986,222","Mexico"
"UNIDO","2017","984958.2569","984,958","Tajikistan"
"UNFPA","2017","984690.01","984,690","Comoros"
"UNAIDS","2017","984392","984,392","Côte d'Ivoire"
"WHO","2017","977012","977,012","Malaysia"
"WHO","2017","971806","971,806","Saudi Arabia"
"FAO","2017","969640.06","969,640","Libya"
"IOM","2017","966178","966,178","Nicaragua"
"ILO","2017","963762","963,762","Côte d'Ivoire"
"IOM","2017","953227","953,227","Japan"
"UNAIDS","2017","949060","949,060","Jamaica"
"ILO","2017","947234","947,234","China"
"UNIDO","2017","944559.4129","944,559","Brazil"
"UNFPA","2017","943083.07","943,083","Cuba"
"FAO","2017","939257.4","939,257","Togo"
"UNIDO","2017","937528.4683","937,528","Chad"
"IOM","2017","935741","935,741","Malawi"
"WHO","2017","933249","933,249","Sao Tome and Principe"
"UNHCR","2017","926907.544","926,908","Kyrgyzstan"
"IOM","2017","926666","926,666","Venezuela (Bolivarian Republic of)"
"UNFPA","2017","919363","919,363","Cabo Verde"
"FAO","2017","914294.29","914,294","Tajikistan"
"UNWOMEN","2017","913346.62","913,347","Paraguay"
"UNAIDS","2017","905216","905,216","Ethiopia"
"UN-HABITAT","2017","902910.97","902,911","Japan"
"UNU","2017","898519","898,519","Portugal"
"WHO","2017","897819","897,819","Georgia"
"UNFPA","2017","897585.2","897,585","Sao Tome and Principe"
"UNAIDS","2017","892569","892,569","Ukraine"
"FAO","2017","888146.76","888,147","Tunisia"
"IOM","2017","874956","874,956","Kuwait"
"UNIDO","2017","873856.9448","873,857","Uganda"
"UNDP","2017","871436","871,436","Nicaragua"
"WHO","2017","869484","869,484","Serbia"
"UNU","2017","868364","868,364","Belgium"
"FAO","2017","864735.37","864,735","Japan"
"UN","2017","863654.13","863,654","Republic of Moldova"
"UNIDO","2017","861851.0105","861,851","Bolivia (Plurinational State of)"
"UN-HABITAT","2017","859071.14","859,071","Iran (Islamic Republic of)"
"WHO","2017","859057","859,057","Macedonia (the former Yugoslav Republic of)"
"FAO","2017","858424.43","858,424","Dominican Republic"
"UNAIDS","2017","854869","854,869","Indonesia"
"UNCDF","2017","847761","847,761","Niger"
"IOM","2017","845951","845,951","Poland"
"UNAIDS","2017","842598","842,598","Cameroon"
"ITU","2017","842336.4008","842,336","Rwanda"
"UNAIDS","2017","842089","842,089","Brazil"
"UNAIDS","2017","841554","841,554","Pakistan"
"UNIDO","2017","840900.446","840,900","Belarus"
"UNAIDS","2017","837267","837,267","Botswana"
"UNCDF","2017","837228","837,228","Bangladesh"
"IOM","2017","834455","834,455","Republic of Korea"
"UNFPA","2017","828575.1","828,575","Venezuela (Bolivarian Republic of)"
"UNFPA","2017","826800.94","826,801","Serbia"
"FAO","2017","817711.93","817,712","Equatorial Guinea"
"UN-HABITAT","2017","816355.68","816,356","Madagascar"
"UNDP","2017","806965","806,965","Saint Kitts and Nevis"
"IOM","2017","805463","805,463","Albania"
"UNFPA","2017","805388.08","805,388","Armenia"
"WFP","2017","801513.04","801,513","Namibia"
"UNAIDS","2017","800292","800,292","Papua New Guinea"
"UNWOMEN","2017","798423.59","798,424","Yemen"
"UNIDO","2017","795385.5795","795,386","Austria"
"UNIDO","2017","792139.7182","792,140","Serbia"
"IOM","2017","788301","788,301","Portugal"
"UN","2017","788029.84","788,030","Zambia"
"ICAO","2017","784319.2698","784,319","Indonesia"
"UNAIDS","2017","779877","779,877","Guatemala"
"UN","2017","773997.41","773,997","Belgium"
"ILO","2017","773609","773,609","Philippines"
"UNFPA","2017","772105.42","772,105","Turkmenistan"
"WHO","2017","768223","768,223","Tonga"
"UNCDF","2017","765905","765,905","Lao People's Democratic Republic"
"UNOPS","2017","762905","762,905","Maldives"
"UNDP","2017","753130","753,130","Saint Vincent and the Grenadines"
"UNIDO","2017","752918.7858","752,919","Macedonia (the former Yugoslav Republic of)"
"UNWOMEN","2017","750378.34","750,378","Vanuatu"
"UNDP","2017","750015","750,015","Dominica"
"UNIDO","2017","748552.2082","748,552","Lao People's Democratic Republic"
"UN","2017","746585.74","746,586","Saudi Arabia"
"WHO","2017","746361","746,361","Hungary"
"ICAO","2017","739019.0556","739,019","Bolivia (Plurinational State of)"
"ILO","2017","734258","734,258","Ghana"
"UN","2017","734102.12","734,102","Eritrea"
"UNFPA","2017","730141.03","730,141","Algeria"
"UNCDF","2017","727150","727,150","Cambodia"
"IOM","2017","726108","726,108","France"
"IOM","2017","721392","721,392","Cyprus"
"ILO","2017","720519","720,519","Nicaragua"
"UNIDO","2017","719221.9419","719,222","Guinea-Bissau"
"ILO","2017","716298","716,298","Yemen"
"UNAIDS","2017","712826","712,826","Ghana"
"UNAIDS","2017","708593","708,593","Sierra Leone"
"UN-HABITAT","2017","703385.77","703,386","Russian Federation"
"FAO","2017","699240.85","699,241","Papua New Guinea"
"UNAIDS","2017","698064","698,064","South Sudan"
"WHO","2017","697582","697,582","Micronesia (Federated States of)"
"UNAIDS","2017","696200","696,200","Central African Republic"
"FAO","2017","694084.24","694,084","Gabon"
"UNFPA","2017","692083.83","692,084","Malaysia"
"ILO","2017","690601","690,601","Georgia"
"UNAIDS","2017","689918","689,918","Cambodia"
"UNWOMEN","2017","689901.45","689,901","Algeria"
"UNAIDS","2017","687858","687,858","Swaziland"
"UN","2017","687322.84","687,323","Uzbekistan"
"UN","2017","684940.7","684,941","Fiji"
"ILO","2017","680458","680,458","Occupied Palestinian Territory"
"UNWOMEN","2017","677207.75","677,208","Honduras"
"UNWOMEN","2017","675681.79","675,682","Myanmar"
"UN-HABITAT","2017","675658.93","675,659","Cambodia"
"ILO","2017","672868","672,868","Uruguay"
"UNCDF","2017","672202","672,202","Burundi"
"IOM","2017","670879","670,879","Gambia"
"UNWOMEN","2017","664897.67","664,898","Tunisia"
"UNIDO","2017","663604.1759","663,604","Swaziland"
"UNAIDS","2017","661290","661,290","Namibia"
"UNOPS","2017","660028","660,028","Pakistan"
"UNWOMEN","2017","654530.38","654,530","Chile"
"WFP","2017","653806.2","653,806","Tunisia"
"ITU","2017","651820.0409","651,820","Saudi Arabia"
"UNAIDS","2017","650209","650,209","Mali"
"UNAIDS","2017","648186","648,186","Kazakhstan"
"UNIDO","2017","647315.2751","647,315","Saudi Arabia"
"FAO","2017","644533.42","644,533","Jamaica"
"ICAO","2017","641360.0397","641,360","Paraguay"
"UNU","2017","637202","637,202","Venezuela (Bolivarian Republic of)"
"UNWTO","2017","635180.4182","635,180","Morocco"
"UNAIDS","2017","633099","633,099","Lesotho"
"UNAIDS","2017","629602","629,602","Rwanda"
"FAO","2017","628644.06","628,644","Saint Lucia"
"UNAIDS","2017","625585","625,585","Argentina"
"UNIDO","2017","625185.773","625,186","Venezuela (Bolivarian Republic of)"
"ILO","2017","625027","625,027","Malaysia"
"FAO","2017","624344.75","624,345","Tonga"
"ICAO","2017","621161.7063","621,162","Kuwait"
"ITU","2017","618386.5031","618,387","Republic of Korea"
"UN","2017","618081.28","618,081","Lao People's Democratic Republic"
"UNFPA","2017","611391.18","611,391","Bhutan"
"UNOPS","2017","609604","609,604","Uganda"
"UNIDO","2017","605992.9909","605,993","Gambia"
"FAO","2017","604159.52","604,160","Bermuda"
"IOM","2017","592572","592,572","Marshall Islands"
"WFP","2017","590671.61","590,672","Fiji"
"ITU","2017","587388.5481","587,389","Thailand"
"WFP","2017","585857.43","585,857","Sao Tome and Principe"
"UNAIDS","2017","580552","580,552","Morocco"
"IOM","2017","580386","580,386","Angola"
"IOM","2017","576166","576,166","Hungary"
"UNWTO","2017","575438.1123","575,438","China"
"IOM","2017","573923","573,923","Namibia"
"UNAIDS","2017","572501","572,501","Peru"
"UNOPS","2017","571714","571,714","Belize"
"WMO","2017","570414.1104","570,414","Indonesia"
"FAO","2017","568290.14","568,290","Ghana"
"UN","2017","568242.0700000001","568,242","Argentina"
"WHO","2017","566929","566,929","Albania"
"UNIDO","2017","566723.9983","566,724","Cabo Verde"
"ILO","2017","566138","566,138","Cameroon"
"FAO","2017","566130.75","566,131","Solomon Islands"
"UN","2017","566084.83","566,085","Malawi"
"UNFPA","2017","563802.6","563,803","Panama"
"ILO","2017","562358","562,358","Uganda"
"IOM","2017","559534","559,534","Lao People's Democratic Republic"
"UNIDO","2017","559533.9982","559,534","Gabon"
"UNCDF","2017","557244","557,244","Lesotho"
"UN-HABITAT","2017","554037.65","554,038","Chad"
"UNWOMEN","2017","548901.89","548,902","Indonesia"
"UNAIDS","2017","547517","547,517","Chad"
"IOM","2017","547355","547,355","Vanuatu"
"WHO","2017","544782","544,782","Kiribati"
"UN-HABITAT","2017","543582.22","543,582","Kosovo"
"UN-HABITAT","2017","543564.68","543,565","Brazil"
"WHO","2017","542864","542,864","Seychelles"
"UNHCR","2017","542406.766","542,407","Namibia"
"FAO","2017","542106.78","542,107","Uzbekistan"
"UNFPA","2017","541331.01","541,331","Costa Rica"
"UN","2017","539057.13","539,057","Rwanda"
"UNAIDS","2017","538726","538,726","Guyana"
"FAO","2017","538052.22","538,052","Swaziland"
"UNAIDS","2017","533007","533,007","Congo"
"IOM","2017","531021","531,021","Malta"
"ICAO","2017","528708.6508","528,709","Mexico"
"FAO","2017","521225.91","521,226","Occupied Palestinian Territory"
"IOM","2017","520819","520,819","Lithuania"
"FAO","2017","518773.15","518,773","Bhutan"
"ILO","2017","511428","511,428","United Arab Emirates"
"UN","2017","510002.55","510,003","Indonesia"
"UNIDO","2017","509390.0746","509,390","Montenegro"
"WHO","2017","508281","508,281","Montenegro"
"UNAIDS","2017","504551","504,551","Thailand"
"ILO","2017","500137","500,137","Mali"
"UN","2017","499979.38","499,979","Iran (Islamic Republic of)"
"FAO","2017","498771.89","498,772","Sao Tome and Principe"
"UNDP","2017","497435","497,435","Niue"
"FAO","2017","496694.06","496,694","Ukraine"
"UNAIDS","2017","494185","494,185","Dominica"
"UNAIDS","2017","493134","493,134","Djibouti"
"UNIDO","2017","492351.0848","492,351","Sierra Leone"
"UNOPS","2017","491342","491,342","Indonesia"
"UNIDO","2017","478421.7661","478,422","Malawi"
"ICC","2017","478353.644","478,354","United States of America"
"IOM","2017","476980","476,980","Guinea-Bissau"
"UNWOMEN","2017","475830.27","475,830","Serbia"
"IOM","2017","475453","475,453","Brazil"
"UNIDO","2017","473444.9828","473,445","Mali"
"UNAIDS","2017","471251","471,251","Benin"
"WHO","2017","463841","463,841","Azerbaijan"
"ICC","2017","460212.6643","460,213","Mali"
"UN","2017","458638.98","458,639","Brazil"
"UNAIDS","2017","458313","458,313","Burkina Faso"
"UNAIDS","2017","452469","452,469","Gabon"
"UNAIDS","2017","450276","450,276","Liberia"
"IOM","2017","448782","448,782","India"
"FAO","2017","446969.24","446,969","Serbia"
"WHO","2017","446413","446,413","Poland"
"UN","2017","441982.70999999996","441,983","Benin"
"UNAIDS","2017","441353","441,353","Togo"
"UNWOMEN","2017","440579.13","440,579","Uruguay"
"ILO","2017","439953","439,953","Kuwait"
"UNIDO","2017","438221.3082","438,221","Mongolia"
"UNFPA","2017","437053.09","437,053","Macedonia (the former Yugoslav Republic of)"
"IOM","2017","433140","433,140","Saudi Arabia"
"UNIDO","2017","432123.238","432,123","Georgia"
"FAO","2017","431658.64","431,659","Republic of Moldova"
"WHO","2017","429566","429,566","Romania"
"UNAIDS","2017","426083","426,083","Burundi"
"FAO","2017","423908.23","423,908","Belize"
"UN-HABITAT","2017","423799.27","423,799","Burkina Faso"
"UN-HABITAT","2017","422815.06","422,815","Kuwait"
"WFP","2017","422785.58","422,786","Togo"
"UNOPS","2017","419433","419,433","Senegal"
"UNIDO","2017","419363.691","419,364","Namibia"
"UNAIDS","2017","418038","418,038","Nepal"
"FAO","2017","417591.56","417,592","Costa Rica"
"UN","2017","414948.53","414,949","Burkina Faso"
"UN","2017","413478.6","413,479","Serbia"
"ILO","2017","411190","411,190","Lao People's Democratic Republic"
"UNOPS","2017","410193","410,193","Gambia"
"UNOPS","2017","403457","403,457","Republic of Korea"
"UNCDF","2017","397807","397,807","Guinea"
"WHO","2017","394808","394,808","Bulgaria"
"UN-HABITAT","2017","392969.63","392,970","China"
"UNWOMEN","2017","391090.96","391,091","Guinea-Bissau"
"IOM","2017","389976","389,976","Botswana"
"ICAO","2017","389636.0397","389,636","India"
"UN-HABITAT","2017","388560.7","388,561","Lao People's Democratic Republic"
"IOM","2017","385518","385,518","Uzbekistan"
"FAO","2017","382714.08","382,714","Botswana"
"UNAIDS","2017","382583","382,583","Niger"
"IOM","2017","381530","381,530","Turkmenistan"
"UNIDO","2017","377912.7656","377,913","Ecuador"
"UNCDF","2017","374785","374,785","Mali"
"UNAIDS","2017","373421","373,421","Sudan"
"IOM","2017","371830","371,830","Montenegro"
"ILO","2017","370817","370,817","Sudan"
"UN","2017","368300.48000000004","368,300","Tanzania, United Republic of"
"UNAIDS","2017","365572","365,572","Iran (Islamic Republic of)"
"UNCDF","2017","363758","363,758","Congo (the Democratic Republic of the)"
"WHO","2017","362868","362,868","Lithuania"
"UNWTO","2017","362030.6452","362,031","Japan"
"ILO","2017","359669","359,669","Zimbabwe"
"UN","2017","356741.58999999997","356,742","Germany"
"UNFPA","2017","356698.49","356,698","Maldives"
"ILO","2017","355842","355,842","Republic of Moldova"
"WHO","2017","354416","354,416","Latvia"
"UNWOMEN","2017","354200.09","354,200","Philippines"
"ILO","2017","352823","352,823","Bosnia and Herzegovina"
"UNAIDS","2017","351961","351,961","Guinea"
"UN","2017","351605.1","351,605","Albania"
"UN","2017","349599.74","349,600","Puerto Rico"
"UN","2017","342386.62","342,387","Vanuatu"
"UNWOMEN","2017","342296.33","342,296","Tajikistan"
"IOM","2017","339275","339,275","Croatia"
"UN","2017","337149.68","337,150","Paraguay"
"UN","2017","335062.58","335,063","India"
"IOM","2017","334368","334,368","Bolivia (Plurinational State of)"
"UNWOMEN","2017","333397.45","333,397","Macedonia (the former Yugoslav Republic of)"
"WHO","2017","330644","330,644","Kosovo"
"ILO","2017","328011","328,011","Paraguay"
"UN","2017","327073.16","327,073","Trinidad and Tobago"
"UNWOMEN","2017","326020.31","326,020","Cabo Verde"
"UN","2017","325781.86000000004","325,782","Gambia"
"UNIDO","2017","324497.4566","324,497","Oman"
"UNWTO","2017","322124.552","322,125","Spain"
"FAO","2017","317256.14","317,256","Fiji"
"UNIDO","2017","315260.0921","315,260","Zimbabwe"
"UNCDF","2017","311130","311,130","Sierra Leone"
"UN","2017","310829.19","310,829","Japan"
"WMO","2017","308691.2065","308,691","United States of America"
"WFP","2017","307573.76","307,574","Paraguay"
"UNIDO","2017","306445.5582","306,446","Occupied Palestinian Territory"
"UNDP","2017","304962","304,962","Seychelles"
"FAO","2017","301807.25","301,807","Congo"
"UN-HABITAT","2017","299021.74","299,022","Ethiopia"
"ILO","2017","295731","295,731","Ukraine"
"UNAIDS","2017","295658","295,658","Madagascar"
"ICAO","2017","295336.6984","295,337","Singapore"
"FAO","2017","295325.28","295,325","Thailand"
"UNIDO","2017","292763.7532","292,764","Bosnia and Herzegovina"
"WHO","2017","292701","292,701","Estonia"
"FAO","2017","291753.84","291,754","Seychelles"
"ILO","2017","289157","289,157","Chile"
"ILO","2017","287377","287,377","Dominican Republic"
"ILO","2017","287029","287,029","Cabo Verde"
"ITU","2017","285896.728","285,897","Japan"
"UN-HABITAT","2017","285536.39","285,536","Mongolia"
"UNCDF","2017","285406","285,406","Togo"
"UNOPS","2017","284999","284,999","Guinea-Bissau"
"UN","2017","284555.72","284,556","Georgia"
"ILO","2017","283340","283,340","Fiji"
"UN","2017","283234.75","283,235","Bosnia and Herzegovina"
"UNOPS","2017","281654","281,654","Burkina Faso"
"UNIDO","2017","281213.0309","281,213","Niger"
"ILO","2017","280748","280,748","Senegal"
"FAO","2017","280718.35","280,718","Comoros"
"UNWOMEN","2017","280612.36","280,612","Lao People's Democratic Republic"
"UNAIDS","2017","277909","277,909","Fiji"
"UNIDO","2017","276482.4479","276,482","Paraguay"
"IOM","2017","269854","269,854","Mongolia"
"UNIDO","2017","268320.573","268,321","Benin"
"WFP","2017","268198.52","268,199","Papua New Guinea"
"IOM","2017","267460","267,460","Estonia"
"ICAO","2017","267260.8651","267,261","Lebanon"
"ICAO","2017","265349.9683","265,350","Belgium"
"WHO","2017","263855","263,855","Slovakia"
"WHO","2017","261799","261,799","Slovenia"
"WMO","2017","261784.2536","261,784","Germany"
"UNIDO","2017","260742.4232","260,742","Hungary"
"UNIDO","2017","260062.935","260,063","Algeria"
"IOM","2017","259446","259,446","Slovenia"
"UN-HABITAT","2017","257714.36","257,714","Argentina"
"ILO","2017","254999","254,999","Congo (the Democratic Republic of the)"
"UN-HABITAT","2017","254081.53","254,082","Philippines"
"UN-HABITAT","2017","253253.25","253,253","Ecuador"
"FAO","2017","251245.37","251,245","Albania"
"UN","2017","249787.80999999994","249,788","Papua New Guinea"
"UN-HABITAT","2017","247197.64","247,198","Arab States"
"UNAIDS","2017","245943","245,943","Honduras"
"WMO","2017","245371.1656","245,371","Uganda"
"FAO","2017","243056.37","243,056","Grenada"
"FAO","2017","242805.77","242,806","Oman"
"UNOPS","2017","242335","242,335","Ecuador"
"IOM","2017","240028","240,028","Denmark"
"ILO","2017","234562","234,562","Kenya"
"WHO","2017","234138","234,138","Cook Islands"
"ILO","2017","234117","234,117","Macedonia (the former Yugoslav Republic of)"
"UNAIDS","2017","234092","234,092","Egypt"
"UNWOMEN","2017","233757.26","233,757","Tonga"
"FAO","2017","232510.78","232,511","Macedonia (the former Yugoslav Republic of)"
"UN","2017","232312.22","232,312","Dominican Republic"
"UNIDO","2017","231966.8857","231,967","Yemen"
"FAO","2017","229776.5","229,777","Panama"
"UNWTO","2017","227590.2509","227,590","Oman"
"ILO","2017","227281","227,281","Lesotho"
"FAO","2017","226426.99","226,427","Barbados"
"UNAIDS","2017","226319","226,319","Equatorial Guinea"
"FAO","2017","225841.21","225,841","Algeria"
"UNAIDS","2017","225094","225,094","Philippines"
"UN","2017","224506.87","224,507","Algeria"
"IOM","2017","222630","222,630","Mauritius"
"UPU","2017","218929.4479","218,929","Arab States"
"UNIDO","2017","217302.4581","217,302","Burkina Faso"
"UNOPS","2017","214618","214,618","Curaçao"
"WMO","2017","214013.2924","214,013","Mexico"
"UNIDO","2017","211628.5631","211,629","Republic of Moldova"
"WMO","2017","211570.5521","211,571","China"
"UNWOMEN","2017","211103.87","211,104","Sri Lanka"
"ICAO","2017","209751.127","209,751","Comoros"
"UNAIDS","2017","209238","209,238","Bangladesh"
"UN","2017","202202.66999999998","202,203","Montenegro"
"UNIDO","2017","202172.802","202,173","Afghanistan"
"UNOPS","2017","202171","202,171","Seychelles"
"UN-HABITAT","2017","201776.79","201,777","Cuba"
"ICAO","2017","200526.9206","200,527","Greece"
"UN","2017","199763.61","199,764","Armenia"
"UN","2017","198614.3","198,614","Curaçao"
"UNOPS","2017","198551","198,551","Jamaica"
"UNWOMEN","2017","198195.72","198,196","Kosovo"
"UN-HABITAT","2017","197697.61","197,698","Republic of Korea"
